prior_day_wet,n_observations,median_predicted_demand_mgd,mean_raw_qr_width_mgd,mean_aci_width_mgd,coverage_80,lower_miss_rate,upper_miss_rate
Dry prior day,636,15.152538885978853,2.444955654910628,2.732849294525891,0.8286163522012578,0.0959119496855346,0.07547169811320754
Wet prior day,185,18.603841738384855,3.043277822379401,3.387190269969666,0.7297297297297297,0.10810810810810811,0.16216216216216217
