date,y_true,q10,q50,q90,evaluation_fold,lower,upper,alpha_t,method,tmax_f,precipitation_in,prior_day_tmax_f,prior_day_precipitation_in,raw_qr_width,aci_width,aci_one_sided_correction,lower_qr_spread,upper_qr_spread,spread_asymmetry,covered,lower_miss,upper_miss,temperature_group,prior_day_wet,predicted_demand_group,uncertainty_group,season
2023-05-15,17.38,14.00260884070236,17.052300553071497,20.08315434287631,2.0,13.995826704701477,20.089936478877195,0.2760000000000002,Two-sided ACI,61,0.09,61.0,0.73,6.080545502173949,6.094109774175719,0.00678213600088462,3.049691712369137,3.0308537898048122,-0.018837922564324927,True,False,False,40–60%,Wet prior day,40–60%,Widest 10%,Spring
2023-05-16,17.34,17.04770772659502,18.48962952399334,20.425269642800195,2.0,17.057992630976266,20.41498473841895,0.2800000000000002,Two-sided ACI,80,0.0,61.0,0.09,3.377561916205174,3.356992107442686,-0.010284904381244075,1.4419217973983187,1.9356401188068553,0.49371832140853655,True,False,False,40–60%,Wet prior day,60–80%,Remaining 90%,Spring
2023-05-17,18.93,17.55469890085819,19.027263767575956,21.263840089295613,2.0,17.564983805239436,21.25355518491437,0.2840000000000002,Two-sided ACI,79,0.0,80.0,0.0,3.709141188437421,3.688571379674933,-0.010284904381244075,1.4725648667177644,2.2365763217196566,0.7640114550018922,True,False,False,60–80%,Dry prior day,60–80%,Remaining 90%,Spring
2023-05-18,17.89,17.283437742846186,18.994457664424832,21.07113978132274,2.0,17.32434813374289,21.030229390426037,0.2880000000000002,Two-sided ACI,69,0.23,79.0,0.0,3.787702038476553,3.7058812566831456,-0.040910390896703674,1.7110199215786466,2.0766821168979064,0.3656621953192598,True,False,False,60–80%,Dry prior day,60–80%,Remaining 90%,Spring
2023-05-19,17.6,16.70347586873553,18.734249072588007,20.959453649618748,2.0,16.753524542300475,20.909404976053807,0.2920000000000002,Two-sided ACI,59,0.2,69.0,0.23,4.255977780883217,4.155880433753332,-0.0500486735649428,2.030773203852476,2.225204577030741,0.19443137317826498,True,False,False,40–60%,Wet prior day,60–80%,Remaining 90%,Spring
2023-05-20,16.54,16.125191947431023,17.84599267597579,19.616168702850175,2.0,16.186180984383384,19.555179665897818,0.2960000000000002,Two-sided ACI,70,0.01,59.0,0.2,3.490976755419151,3.3689986815144337,-0.06098903695235869,1.7208007285447664,1.7701760268743847,0.04937529832961829,True,False,False,40–60%,Wet prior day,60–80%,Remaining 90%,Spring
2023-05-21,18.04,15.973616707854625,17.664063852412813,20.0274569237534,2.0,16.05018514544932,19.950888486158703,0.3000000000000002,Two-sided ACI,80,0.0,70.0,0.01,4.053840215898777,3.9007033407093843,-0.07656843759469645,1.6904471445581883,2.363393071340589,0.6729459267824005,True,False,False,40–60%,Wet prior day,60–80%,Remaining 90%,Spring
2023-05-22,21.29,17.46555643790621,19.464865170436617,22.300806830256597,2.0,17.551879537796054,22.214483730366744,0.3040000000000002,Two-sided ACI,76,0.0,80.0,0.0,4.835250392350389,4.66260419257069,-0.08632309988984943,1.9993087325304089,2.83594165981998,0.8366329272895712,True,False,False,60–80%,Dry prior day,60–80%,Remaining 90%,Spring
2023-05-23,21.68,18.25773792037388,20.63244299252096,22.91238450967733,2.0,18.34649877859504,22.823623651456167,0.3080000000000002,Two-sided ACI,77,0.0,76.0,0.0,4.65464658930345,4.4771248728611255,-0.08876085822116231,2.37470507214708,2.27994151715637,-0.09476355499070976,True,False,False,60–80%,Dry prior day,60–80%,Remaining 90%,Spring
2023-05-24,21.97,19.874841988487923,22.224240162548224,24.53801582702723,2.0,19.963602846709087,24.449254968806063,0.3120000000000002,Two-sided ACI,75,0.01,77.0,0.0,4.663173838539308,4.485652122096976,-0.08876085822116586,2.349398174060301,2.3137756644790066,-0.03562250958129454,True,False,False,60–80%,Dry prior day,60–80%,Remaining 90%,Spring
2023-05-25,21.86,19.166716627822595,21.56458485250618,24.26523794627276,2.0,19.260840390565107,24.17111418353025,0.3160000000000002,Two-sided ACI,77,0.0,75.0,0.01,5.098521318450164,4.9102737929651425,-0.09412376274251066,2.3978682246835845,2.7006530937665794,0.30278486908299485,True,False,False,60–80%,Wet prior day,60–80%,Remaining 90%,Spring
2023-05-26,22.37,19.745079195431845,21.94741308469647,24.8538897784826,2.0,19.83988855917235,24.75908041474209,0.3200000000000002,Two-sided ACI,72,0.0,77.0,0.0,5.108810583050754,4.919191855569739,-0.09480936374050764,2.202333889264626,2.9064766937861286,0.7041428045215028,True,False,False,60–80%,Dry prior day,60–80%,Remaining 90%,Spring
2023-05-27,20.84,18.943458518272195,21.244935150593964,23.92823717510412,2.0,19.038267882012697,23.833427811363613,0.3240000000000002,Two-sided ACI,76,0.03,72.0,0.0,4.984778656831924,4.795159929350916,-0.09480936374050408,2.3014766323217692,2.683302024510155,0.38182539218838585,True,False,False,60–80%,Dry prior day,60–80%,Remaining 90%,Spring
2023-05-28,19.02,17.93658917328616,20.527324708469635,22.68960556940727,2.0,18.037422683065927,22.5887720596275,0.3280000000000002,Two-sided ACI,77,0.01,76.0,0.03,4.753016396121112,4.551349376561575,-0.10083350977976835,2.5907355351834767,2.162280860937635,-0.4284546742458417,True,False,False,60–80%,Wet prior day,60–80%,Remaining 90%,Spring
2023-05-29,21.61,17.749774262159686,20.57879034297168,24.1659707059926,2.0,17.87289141663,24.04285355152228,0.3320000000000002,Two-sided ACI,82,0.0,77.0,0.01,6.416196443832913,6.16996213489228,-0.12311715447031624,2.829016080811993,3.58718036302092,0.7581642822089272,True,False,False,60–80%,Wet prior day,60–80%,Widest 10%,Spring
2023-05-30,23.17,19.0275954164812,21.51105497429186,23.63038366670157,2.0,19.151023678629244,23.506955404553523,0.3360000000000002,Two-sided ACI,80,0.0,82.0,0.0,4.602788250220367,4.355931725924279,-0.12342826214804425,2.483459557810658,2.1193286924097094,-0.3641308654009485,True,False,False,60–80%,Dry prior day,60–80%,Remaining 90%,Spring
2023-05-31,24.35,21.463360187716784,23.62661825322351,25.737408097085773,2.0,21.599659404589723,25.601108880212838,0.3400000000000002,Two-sided ACI,78,0.0,80.0,0.0,4.2740479093689885,4.001449475623115,-0.13629921687293667,2.1632580655067244,2.110789843862264,-0.0524682216444603,True,False,False,60–80%,Dry prior day,60–80%,Remaining 90%,Spring
2023-06-01,22.03,24.131253387803437,25.954931419302437,26.24898257789073,2.0,24.29121657653576,26.0890193891584,0.3440000000000002,Two-sided ACI,74,0.41,78.0,0.0,2.1177291900872923,1.7978028126226384,-0.15996318873232696,1.823678031499,0.29405115858829234,-1.5296268729107076,False,True,False,60–80%,Dry prior day,60–80%,Remaining 90%,Summer
2023-06-02,19.68,22.354770251230317,24.496974287888648,25.01463378319237,2.0,22.47544634980995,24.89395768461273,0.3280000000000002,Two-sided ACI,71,0.12,74.0,0.41,2.6598635319620527,2.41851133480278,-0.12067609857963646,2.142204036658331,0.5176594953037217,-1.6245445413546094,False,True,False,60–80%,Wet prior day,60–80%,Remaining 90%,Summer
2023-06-03,17.95,20.86685987197073,22.204390149857986,23.066220511828952,2.0,20.95562073019189,22.977459653607788,0.3120000000000002,Two-sided ACI,66,0.12,71.0,0.12,2.1993606398582237,2.021838923415899,-0.08876085822116231,1.3375302778872573,0.8618303619709664,-0.4756999159162909,False,True,False,40–60%,Wet prior day,60–80%,Remaining 90%,Summer
2023-06-04,16.8,18.35742922692332,20.05233825225176,21.490180988619716,2.0,18.398339617820024,21.449270597723007,0.2960000000000002,Two-sided ACI,63,1.98,66.0,0.12,3.1327517616963974,3.050930979902983,-0.04091039089670723,1.6949090253284425,1.437842736367955,-0.25706628896048755,False,True,False,40–60%,Wet prior day,60–80%,Remaining 90%,Summer
2023-06-05,19.17,13.67965233871124,17.60293831115104,19.034461359938184,2.0,13.659916386416787,19.05419731223264,0.2800000000000002,Two-sided ACI,71,0.12,63.0,1.98,5.354809021226945,5.394280925815851,0.019735952294452908,3.9232859724397997,1.4315230487871453,-2.4917629236526544,False,False,True,40–60%,Wet prior day,60–80%,Widest 10%,Summer
2023-06-06,18.09,20.881593211622683,22.535912651869666,22.488668507388663,2.0,20.815128151381455,22.555133567629888,0.2640000000000002,Two-sided ACI,76,0.0,71.0,0.12,1.6070752957659806,1.740005416248433,0.06646506024122623,1.654319440246983,-0.04724414448100234,-1.7015635847279853,False,True,False,40–60%,Wet prior day,60–80%,Remaining 90%,Summer
2023-06-07,19.57,21.227366115292483,22.8694397340502,23.737543952136008,2.0,21.093583660921126,23.871326406507364,0.2480000000000001,Two-sided ACI,78,0.0,76.0,0.0,2.510177836843525,2.777742745586238,0.1337824543713566,1.642073618757717,0.8681042180858078,-0.7739694006719091,False,True,False,60–80%,Dry prior day,60–80%,Remaining 90%,Summer
2023-06-08,20.02,21.10884854877724,22.40190217181484,23.365081973109607,2.0,20.94674894595569,23.52718157593116,0.2320000000000001,Two-sided ACI,80,0.0,78.0,0.0,2.2562334243323683,2.580432629975469,0.16209960282155045,1.2930536230376006,0.9631798012947677,-0.329873821742833,False,True,False,60–80%,Dry prior day,60–80%,Remaining 90%,Summer
2023-06-09,20.81,21.52707969405257,22.79639246125337,23.554559080563106,2.0,21.31510669646708,23.766532078148604,0.2160000000000001,Two-sided ACI,81,0.11,80.0,0.0,2.027479386510535,2.451425381681524,0.21197299758549448,1.2693127672007982,0.7581666193097369,-0.5111461478910613,False,True,False,60–80%,Dry prior day,60–80%,Remaining 90%,Summer
2023-06-10,18.72,20.62173258972987,22.092621768984365,22.70666596727575,2.0,20.393954656920428,22.934443900085192,0.2000000000000001,Two-sided ACI,76,0.0,81.0,0.11,2.0849333775458803,2.540489243164764,0.2277779328094418,1.4708891792544954,0.6140441982913849,-0.8568449809631105,False,True,False,60–80%,Wet prior day,60–80%,Remaining 90%,Summer
2023-06-11,18.01,20.977345109922783,21.907263326828108,22.70079742366231,2.0,20.68270481900164,22.995437714583453,0.1840000000000001,Two-sided ACI,69,0.98,76.0,0.0,1.723452313739525,2.3127328955818136,0.2946402909211443,0.9299182169053246,0.7935340968342004,-0.13638412007112422,False,True,False,60–80%,Dry prior day,60–80%,Remaining 90%,Summer
2023-06-12,18.52,17.573672947524866,19.658119849993664,20.905198870085474,2.0,17.150265178642748,21.328606638967592,0.1680000000000001,Two-sided ACI,64,0.2,69.0,0.98,3.3315259225606084,4.1783414603248445,0.42340776888211806,2.084446902468798,1.2470790200918103,-0.8373678823769879,True,False,False,40–60%,Wet prior day,60–80%,Remaining 90%,Summer
2023-06-13,17.73,19.63740542370673,20.84959840632235,20.92198805309886,2.0,19.213997654824617,21.34539582198098,0.1720000000000001,Two-sided ACI,69,0.21,64.0,0.2,1.2845826293921299,2.1313981671563624,0.4234077688821163,1.212192982615619,0.07238964677651083,-1.1398033358391082,False,True,False,40–60%,Wet prior day,60–80%,Remaining 90%,Summer
2023-06-14,18.74,19.591214213559955,21.11627377978634,21.70463634529396,2.0,19.081810579907568,22.214039978946342,0.156,Two-sided ACI,77,0.0,69.0,0.21,2.113422131734005,3.132229399038774,0.5094036336523846,1.5250595662263855,0.5883625655076195,-0.936697000718766,False,True,False,40–60%,Wet prior day,60–80%,Remaining 90%,Summer
2023-06-15,18.05,20.381182987150297,21.572863543557244,22.163898261729702,2.0,19.816039420242173,22.72904182863783,0.14,Two-sided ACI,78,0.05,77.0,0.0,1.782715274579406,2.9130024083956556,0.5651435669081248,1.191680556406947,0.5910347181724589,-0.6006458382344881,False,True,False,60–80%,Dry prior day,60–80%,Remaining 90%,Summer
2023-06-16,17.62,20.114710830414257,21.193932982162856,22.02655637869177,2.0,19.39763113636168,22.743636072744348,0.124,Two-sided ACI,65,0.73,78.0,0.05,1.9118455482775119,3.3460049363826663,0.7170796940525772,1.0792221517485991,0.8326233965289127,-0.24659875521968644,False,True,False,60–80%,Wet prior day,60–80%,Remaining 90%,Summer
2023-06-17,16.89,17.79234860874257,18.87018561588276,18.855788913147965,2.0,16.941134395182615,19.70700312670792,0.108,Two-sided ACI,73,0.44,65.0,0.73,1.0634403044053933,2.7658687315253054,0.8512142135599561,1.0778370071401895,-0.014396702734796207,-1.0922337098749857,False,True,False,40–60%,Wet prior day,60–80%,Remaining 90%,Summer
2023-06-18,17.03,17.954851134253914,19.21672274244703,19.20114062229692,2.0,16.900235805409192,20.255755951141644,0.092,Two-sided ACI,84,0.0,73.0,0.44,1.2462894880430042,3.355520145732452,1.054615328844724,1.2618716081931147,-0.015582120150110512,-1.2774537283432252,True,False,False,60–80%,Wet prior day,60–80%,Remaining 90%,Summer
2023-06-19,20.96,18.867148875168592,20.5629623712996,22.229572248535455,2.0,17.938793157331578,23.157927966372476,0.096,Two-sided ACI,88,0.0,84.0,0.0,3.3624233733668625,5.219134809040899,0.9283557178370181,1.6958134961310094,1.666609877235853,-0.029203618895156325,True,False,False,Warmest 20%,Dry prior day,60–80%,Widest 10%,Summer
2023-06-20,20.52,20.050100572781588,21.920130926421805,22.491987925214115,2.0,19.121744854944573,23.42034364305113,0.1,Two-sided ACI,84,0.0,88.0,0.0,2.441887352432527,4.298598788106556,0.9283557178370145,1.8700303536402174,0.5718569987923097,-1.2981733548479077,True,False,False,Warmest 20%,Dry prior day,60–80%,Remaining 90%,Summer
2023-06-21,21.87,22.078803867441287,23.46731425195801,23.9249456461142,2.0,21.15395273318737,24.84979678036811,0.104,Two-sided ACI,82,0.0,84.0,0.0,1.8461417786729122,3.6958440471807386,0.9248511342539132,1.3885103845167208,0.45763139415619136,-0.9308789903605295,True,False,False,Warmest 20%,Dry prior day,60–80%,Remaining 90%,Summer
2023-06-22,20.41,22.09768035836284,23.667298860720894,24.770993910906483,2.0,21.19533174962027,25.67334251964905,0.108,Two-sided ACI,77,0.02,82.0,0.0,2.673313552543643,4.4780107700287815,0.9023486087425692,1.569618502358054,1.103695050185589,-0.4659234521724649,False,True,False,60–80%,Dry prior day,60–80%,Remaining 90%,Summer
2023-06-23,23.48,21.542304476346946,23.48174631848553,24.733636086787,2.0,20.453455927569703,25.82248463556424,0.092,Two-sided ACI,81,0.0,77.0,0.02,3.1913316104400558,5.369028707994538,1.088848548777241,1.939441842138585,1.2518897683014707,-0.6875520738371144,True,False,False,60–80%,Wet prior day,60–80%,Widest 10%,Summer
2023-06-24,23.34,22.57414960797772,23.985606361237128,25.200628990238226,2.0,21.645793890140705,26.12898470807524,0.096,Two-sided ACI,84,0.0,81.0,0.0,2.6264793822605057,4.483190817934535,0.9283557178370145,1.411456753259408,1.2150226290010977,-0.1964341242583103,True,False,False,60–80%,Dry prior day,60–80%,Remaining 90%,Summer
2023-06-25,23.69,22.88888140660717,24.78048340731173,25.59316899575289,2.0,21.960525688770154,26.52152471358991,0.1,Two-sided ACI,79,0.0,84.0,0.0,2.7042875891457214,4.560999024819754,0.9283557178370163,1.8916020007045624,0.812685588441159,-1.0789164122634034,True,False,False,Warmest 20%,Dry prior day,60–80%,Remaining 90%,Summer
2023-06-26,27.95,24.988953951561754,26.46684342906832,27.529705339221174,2.0,24.086605342819183,28.432053947963745,0.104,Two-sided ACI,85,0.0,79.0,0.0,2.5407513876594194,4.345448605144561,0.902348608742571,1.4778894775065652,1.0628619101528543,-0.41502756735371094,True,False,False,60–80%,Dry prior day,60–80%,Remaining 90%,Summer
2023-06-27,27.44,26.286562343961844,28.040511687774224,28.82820828079486,2.0,25.435348130401888,29.679422494354817,0.1080000000000001,Two-sided ACI,93,0.0,85.0,0.0,2.5416459368330173,4.2440743639529295,0.8512142135599561,1.7539493438123799,0.7876965930206374,-0.9662527507917424,True,False,False,Warmest 20%,Dry prior day,Highest 20%,Remaining 90%,Summer
2023-06-28,30.27,27.39107422443211,29.913224113794733,30.70986596431026,2.0,26.647602601029764,31.453337587712607,0.1120000000000001,Two-sided ACI,85,0.0,93.0,0.0,3.318791739878151,4.805734986682843,0.7434716234023462,2.5221498893626233,0.7966418505155275,-1.7255080388470958,True,False,False,Warmest 20%,Dry prior day,Highest 20%,Remaining 90%,Summer
2023-06-29,28.94,27.45296128378445,30.18386001819303,31.549515921979044,2.0,26.709489660382104,32.29298754538139,0.1160000000000001,Two-sided ACI,83,0.0,85.0,0.0,4.096554638194593,5.583497884999289,0.743471623402348,2.73089873440858,1.3656559037860134,-1.3652428306225666,True,False,False,Warmest 20%,Dry prior day,Highest 20%,Widest 10%,Summer
2023-06-30,27.38,28.392037177041185,31.048971901589145,32.03375043439332,2.0,27.674957482988606,32.7508301284459,0.1200000000000001,Two-sided ACI,72,0.11,83.0,0.0,3.6417132573521336,5.0758726454572916,0.717079694052579,2.656934724547959,0.9847785328041745,-1.6721561917437846,False,True,False,60–80%,Dry prior day,Highest 20%,Widest 10%,Summer
2023-07-01,26.61,25.101592568833127,28.28074744749491,29.735080520267516,3.0,24.176741434579213,30.659931654521426,0.1040000000000001,Two-sided ACI,86,0.0,72.0,0.11,4.63348795143439,6.4831902199422125,0.9248511342539114,3.179154878661784,1.4543330727726058,-1.724821805889178,True,False,False,60–80%,Wet prior day,Highest 20%,Widest 10%,Summer
2023-07-02,25.9,24.886171520445245,27.812437718093967,29.52709293541139,3.0,23.983822911702678,30.42944154415396,0.1080000000000001,Two-sided ACI,90,0.0,86.0,0.0,4.640921414966144,6.445618632451282,0.9023486087425692,2.9262661976487223,1.7146552173174214,-1.2116109803313009,True,False,False,Warmest 20%,Dry prior day,Highest 20%,Widest 10%,Summer
2023-07-03,29.6,24.579515828391784,28.68178362184971,30.51469818282189,3.0,23.728301614831828,31.365912396381844,0.1120000000000001,Two-sided ACI,91,0.02,90.0,0.0,5.935182354430104,7.637610781550016,0.8512142135599561,4.102267793457926,1.8329145609721778,-2.2693532324857486,True,False,False,Warmest 20%,Dry prior day,Highest 20%,Widest 10%,Summer
2023-07-04,24.94,25.381405823588757,29.23050306050821,30.97843296570941,3.0,24.5301916100288,31.829647179269365,0.1160000000000001,Two-sided ACI,83,0.34,91.0,0.02,5.597027142120652,7.299455569240564,0.8512142135599561,3.8490972369194516,1.7479299052012003,-2.1011673317182513,True,False,False,Warmest 20%,Wet prior day,Highest 20%,Widest 10%,Summer
2023-07-05,22.58,24.747660348493813,29.026116131047907,30.490815714624038,3.0,24.03058065444124,31.20789540867661,0.1200000000000001,Two-sided ACI,62,0.24,83.0,0.34,5.743155366130225,7.177314754235368,0.7170796940525719,4.278455782554094,1.464699583576131,-2.8137561989779627,False,True,False,60–80%,Wet prior day,Highest 20%,Widest 10%,Summer
2023-07-06,21.59,22.249271951738653,25.33726402368444,26.944147403452703,3.0,21.32442081748474,27.868998537706617,0.1040000000000001,Two-sided ACI,71,0.25,62.0,0.24,4.694875451714051,6.544577720221877,0.9248511342539132,3.087992071945788,1.606883379768263,-1.481108692177525,True,False,False,40–60%,Wet prior day,60–80%,Widest 10%,Summer
2023-07-07,23.18,20.80676023048708,23.826323574870088,26.226019966661774,3.0,19.90441162174451,27.128368575404345,0.1080000000000001,Two-sided ACI,76,0.19,71.0,0.25,5.419259736174695,7.223956953659833,0.9023486087425692,3.019563344383009,2.399696391791686,-0.6198669525913232,True,False,False,40–60%,Wet prior day,60–80%,Widest 10%,Summer
2023-07-08,21.45,21.199304202072778,24.00230589881626,25.555703491430755,3.0,20.34808998851282,26.40691770499071,0.1120000000000001,Two-sided ACI,77,0.01,76.0,0.19,4.356399289357977,6.058827716477889,0.8512142135599561,2.8030016967434825,1.5533975926144947,-1.2496041041289878,True,False,False,60–80%,Wet prior day,60–80%,Widest 10%,Summer
2023-07-09,22.46,21.03711126883629,23.925097202379604,25.655536962820555,3.0,20.18589705527633,26.50675117638051,0.1160000000000001,Two-sided ACI,80,0.43,77.0,0.01,4.618425693984264,6.32085412110418,0.8512142135599579,2.8879859335433125,1.7304397604409516,-1.1575461731023609,True,False,False,60–80%,Wet prior day,60–80%,Widest 10%,Summer
2023-07-10,26.14,22.76504240385339,25.41838749152987,27.79230365565874,3.0,22.021570780451043,28.535775279061085,0.1200000000000001,Two-sided ACI,92,0.0,80.0,0.43,5.027261251805349,6.514204498610042,0.7434716234023462,2.653345087676481,2.373916164128868,-0.27942892354761284,True,False,False,60–80%,Wet prior day,60–80%,Widest 10%,Summer
2023-07-11,28.12,24.742227310684243,26.880698369424728,28.19242898094337,3.0,24.025147616631667,28.909508674995944,0.1240000000000001,Two-sided ACI,94,0.0,92.0,0.0,3.4502016702591263,4.884361058364277,0.7170796940525754,2.1384710587404854,1.311730611518641,-0.8267404472218445,True,False,False,Warmest 20%,Dry prior day,Highest 20%,Remaining 90%,Summer
2023-07-12,30.56,25.7064159887163,28.94254397732911,30.66759039733229,3.0,24.98933629466373,31.38467009138487,0.1280000000000001,Two-sided ACI,91,0.0,94.0,0.0,4.961174408615989,6.39533379672114,0.7170796940525754,3.2361279886128074,1.7250464200031814,-1.511081568609626,True,False,False,Warmest 20%,Dry prior day,Highest 20%,Widest 10%,Summer
2023-07-13,30.3,26.34479373211603,30.04839863796541,32.06120677412987,3.0,25.68552178037738,32.720478725868524,0.1320000000000001,Two-sided ACI,92,0.0,91.0,0.0,5.716413042013841,7.034956945491146,0.6592719517386527,3.703604905849378,2.0128081361644625,-1.6907967696849155,True,False,False,Warmest 20%,Dry prior day,Highest 20%,Widest 10%,Summer
2023-07-14,31.84,27.264384499894987,30.886426288445755,33.312365505508446,3.0,26.655330105399987,33.92141990000344,0.1360000000000001,Two-sided ACI,82,0.0,92.0,0.0,6.047981005613458,7.266089794603456,0.6090543944949989,3.622041788550767,2.425939217062691,-1.1961025714880762,True,False,False,Warmest 20%,Dry prior day,Highest 20%,Widest 10%,Summer
2023-07-15,30.36,26.8316572818849,30.64563070810904,32.820251353368164,3.0,26.266513714976774,33.38539492027628,0.1400000000000001,Two-sided ACI,83,0.01,82.0,0.0,5.988594071483263,7.118881205299509,0.5651435669081231,3.8139734262241376,2.1746206452591252,-1.6393527809650124,True,False,False,60–80%,Dry prior day,Highest 20%,Widest 10%,Summer
2023-07-16,29.97,26.354721685450507,30.221786218194808,32.51457181775926,3.0,25.789578118542384,33.07971538466738,0.1440000000000001,Two-sided ACI,88,0.0,83.0,0.01,6.159850132308755,7.290137266124997,0.5651435669081213,3.867064532744301,2.2927855995644535,-1.5742789331798477,True,False,False,60–80%,Wet prior day,Highest 20%,Widest 10%,Summer
2023-07-17,34.1,28.50045495307908,31.95914084148678,34.07499390799275,3.0,27.968840451697133,34.606608409374694,0.1480000000000001,Two-sided ACI,94,0.0,88.0,0.0,5.57453895491367,6.637767957677561,0.5316145013819451,3.4586858884077003,2.11585306650597,-1.3428328219017303,True,False,False,Warmest 20%,Dry prior day,Highest 20%,Widest 10%,Summer
2023-07-18,31.19,30.388135761328883,33.175311498070755,34.20955449829245,3.0,29.94672993774013,34.6509603218812,0.1520000000000001,Two-sided ACI,95,0.0,94.0,0.0,3.8214187369635653,4.70423038414107,0.44140582358875236,2.7871757367418724,1.034243000221693,-1.7529327365201794,True,False,False,Warmest 20%,Dry prior day,Highest 20%,Remaining 90%,Summer
2023-07-19,31.69,30.44332024752793,33.49151606420517,34.307163195234416,3.0,30.00191442393918,34.74856901882317,0.1560000000000001,Two-sided ACI,85,0.01,95.0,0.0,3.8638429477064875,4.746654594883989,0.4414058235887506,3.048195816677243,0.8156471310292446,-2.2325486856479984,True,False,False,Warmest 20%,Dry prior day,Highest 20%,Remaining 90%,Summer
2023-07-20,26.56,29.08939348820612,31.669670447838907,32.47297347142289,3.0,28.66909882742729,32.89326813220171,0.1600000000000001,Two-sided ACI,79,0.82,85.0,0.01,3.3835799832167694,4.224169304774421,0.4202946607788256,2.580276959632787,0.8033030235839824,-1.7769739360488046,False,True,False,Warmest 20%,Wet prior day,Highest 20%,Remaining 90%,Summer
2023-07-21,26.09,25.36343342298538,28.71941800971717,30.140639422168405,3.0,24.798289856077258,30.70578298907653,0.1440000000000001,Two-sided ACI,82,0.01,79.0,0.82,4.777205999183025,5.907493132999271,0.5651435669081231,3.3559845867317897,1.421221412451235,-1.9347631742805547,True,False,False,60–80%,Wet prior day,Highest 20%,Widest 10%,Summer
2023-07-22,27.63,24.310638454072446,26.941377282909063,28.437483852688107,3.0,23.7790239526905,28.96909835407005,0.1480000000000002,Two-sided ACI,89,0.0,82.0,0.01,4.126845398615661,5.1900744013795475,0.5316145013819433,2.6307388288366162,1.4961065697790445,-1.1346322590575717,True,False,False,60–80%,Wet prior day,Highest 20%,Widest 10%,Summer
2023-07-23,28.88,25.454519694249207,27.827243858654075,29.269801032587395,3.0,25.01311387066045,29.711206856176148,0.1520000000000002,Two-sided ACI,98,0.0,89.0,0.0,3.8152813383381883,4.6980929855156965,0.44140582358875413,2.372724164404868,1.44255717393332,-0.9301669904715482,True,False,False,Warmest 20%,Dry prior day,Highest 20%,Remaining 90%,Summer
2023-07-24,31.83,28.41410338996662,31.11672418212612,32.82422093514146,3.0,27.972697566377867,33.265626758730214,0.1560000000000002,Two-sided ACI,96,0.17,98.0,0.0,4.410117545174842,5.2929291923523465,0.44140582358875236,2.7026207921595002,1.7074967530153415,-0.9951240391441587,True,False,False,Warmest 20%,Dry prior day,Highest 20%,Widest 10%,Summer
2023-07-25,29.81,28.782658541233147,31.408840603782487,32.36643843172371,3.0,28.34821473218776,32.8008822407691,0.1600000000000002,Two-sided ACI,98,0.0,96.0,0.17,3.583779890490561,4.452667508581339,0.4344438090453888,2.62618206254934,0.9575978279412212,-1.6685842346081188,True,False,False,Warmest 20%,Wet prior day,Highest 20%,Remaining 90%,Summer
2023-07-26,30.93,29.792924094192003,32.920924937754805,34.161256544719464,3.0,29.372629433413177,34.581551205498286,0.1640000000000002,Two-sided ACI,90,0.0,98.0,0.0,4.368332450527461,5.208921772085109,0.4202946607788238,3.128000843562802,1.2403316069646593,-1.8876692365981427,True,False,False,Warmest 20%,Dry prior day,Highest 20%,Widest 10%,Summer
2023-07-27,28.21,27.74007136567562,30.69229228540549,32.47414337127269,3.0,27.44543107475448,32.76878366219383,0.1680000000000002,Two-sided ACI,92,0.11,90.0,0.0,4.734072005597067,5.323352587439352,0.2946402909211425,2.952220919729868,1.7818510858671992,-1.1703698338626687,True,False,False,Warmest 20%,Dry prior day,Highest 20%,Widest 10%,Summer
2023-07-28,27.28,25.5490758781586,28.93336108999103,31.103738035195043,3.0,25.25443558723745,31.398378326116188,0.1720000000000002,Two-sided ACI,87,0.13,92.0,0.11,5.554662157036443,6.143942738878739,0.29464029092114785,3.384285211832431,2.170376945204012,-1.2139082666284189,True,False,False,Warmest 20%,Wet prior day,Highest 20%,Widest 10%,Summer
2023-07-29,26.37,24.751619781285605,27.826787417100626,29.20376874955188,3.0,24.50525405700729,29.45013447383019,0.1760000000000002,Two-sided ACI,82,0.0,87.0,0.13,4.452148968266275,4.944880416822901,0.24636572427831283,3.0751676358150206,1.3769813324512548,-1.6981863033637659,True,False,False,Warmest 20%,Wet prior day,Highest 20%,Remaining 90%,Summer
2023-07-30,27.64,25.20846121186049,28.07024593160696,29.51253347359309,3.0,24.97129918626804,29.74969549918555,0.1800000000000002,Two-sided ACI,88,0.0,82.0,0.0,4.3040722617326,4.778396312917508,0.23716202559245403,2.861784719746467,1.4422875419861327,-1.4194971777603342,True,False,False,60–80%,Dry prior day,Highest 20%,Remaining 90%,Summer
2023-07-31,28.7,27.326567561568417,30.3532122209728,32.4085502133138,3.0,27.098789628758976,32.63632814612325,0.1840000000000002,Two-sided ACI,88,1.21,88.0,0.0,5.081982651745385,5.537538517364272,0.22777793280944358,3.0266446594043828,2.055337992341002,-0.9713066670633808,True,False,False,Warmest 20%,Dry prior day,Highest 20%,Widest 10%,Summer
