"date","total_actual_demand_mgd","total_projected_demand_mgd","actual_projected_demand","total_plant_demand_mgd"
"2025-05-10T00:00:00.000","18.97","17.67","1.073571024335031126202603282","22.49"
"2025-05-11T00:00:00.000","20.59","18.15","1.134435261707988980716253444","24.44"
"2025-05-12T00:00:00.000","23.14","18.46","1.253521126760563380281690141","29.91"
"2025-05-13T00:00:00.000","23.23","18.47","1.257715213860314022739577694","29.56"
"2025-05-14T00:00:00.000","22.2","19.14","1.159874608150470219435736677","25.58"
"2025-05-15T00:00:00.000","20.42","19.1","1.069109947643979057591623037","19.17"
"2025-05-16T00:00:00.000","23.22","19.28","1.204356846473029045643153527","25.37"
"2025-05-17T00:00:00.000","21.62","19.26","1.122533748701973001038421599","23.98"
"2025-05-18T00:00:00.000","20.02","19.17","1.044340114762649973917579551","21.67"
"2025-05-19T00:00:00.000","22.66","19.07","1.188253801782905086523335081","25.78"
"2025-05-20T00:00:00.000","22.57","20.22","1.116221562809099901088031652","25.46"
"2025-05-21T00:00:00.000","25.49","20.36","1.251964636542239685658153242","29.16"
"2025-05-22T00:00:00.000","25.1","20.2","1.242574257425742574257425743","30.62"
"2025-05-23T00:00:00.000","25.95","20.25","1.281481481481481481481481481","31.83"
"2025-05-24T00:00:00.000","21.25","20.94","1.014804202483285577841451767","23.81"
"2025-05-25T00:00:00.000","19","21.39","0.8882655446470313230481533427","18.46"
"2025-05-26T00:00:00.000","20.81","21.15","0.9839243498817966903073286052","20.68"
"2025-05-27T00:00:00.000","19.29","21.92","0.8800182481751824817518248175","20.05"
"2025-05-28T00:00:00.000","19.83","21.84","0.9079670329670329670329670330","20.57"
"2025-05-29T00:00:00.000","18.54","21.7","0.8543778801843317972350230415","19.54"
"2025-05-30T00:00:00.000","20.39","22.58","0.9030115146147032772364924712","23.37"
"2025-05-31T00:00:00.000","19.16","23.5","0.8153191489361702127659574468","21.69"
"2025-06-01T00:00:00.000","20.32","24.51","0.8290493676050591595267237862","24.17"
"2025-06-02T00:00:00.000","21.87","24.83","0.8807893677003624647603705195","28.11"
"2025-06-03T00:00:00.000","18.71","26.15","0.7154875717017208413001912046","21.97"
"2025-06-04T00:00:00.000","20.21","26.66","0.7580645161290322580645161290","23.83"
"2025-06-05T00:00:00.000","18.23","26.39","0.6907919666540356195528609322","20.89"
"2025-06-06T00:00:00.000","18.64","26.71","0.6978659678023212280044926994","20.83"
"2025-06-07T00:00:00.000","18.54","27.61","0.6714958348424483882651213329","21.36"
"2025-06-08T00:00:00.000","18.92","28.16","0.671875","21.93"
"2025-06-09T00:00:00.000","22.95","28.88","0.7946675900277008310249307479","29.58"
"2025-06-10T00:00:00.000","23.37","29.29","0.7978832365995220211676340048","28.88"
"2025-06-11T00:00:00.000","27.55","29.84","0.9232573726541554959785522788","33.48"
"2025-06-12T00:00:00.000","24.75","29.77","0.8313738663083641249580114209","29.56"
"2025-06-13T00:00:00.000","26.72","30.74","0.8692257644762524398178269356","31.36"
"2025-06-14T00:00:00.000","24.99","31.57","0.7915742793791574279379157428","31.81"
"2025-06-15T00:00:00.000","25.45","30.77","0.8271043223919402014949626259","32.38"
"2025-06-16T00:00:00.000","29.33","30.26","0.9692663582286847323198942498","38.5"
"2025-06-17T00:00:00.000","24.01","30.22","0.7945069490403706154864328259","26.71"
"2025-06-18T00:00:00.000","24.38","30.39","0.8022375781507074695623560382","22.69"
"2025-06-19T00:00:00.000","26.21","31.32","0.8368454661558109833971902937","25.34"
"2025-06-20T00:00:00.000","30.55","31.17","0.9801090792428617260186076355","33.58"
"2025-06-21T00:00:00.000","29.59","31.19","0.9487015068932350112215453671","34.62"
"2025-06-22T00:00:00.000","28.75","31.89","0.9015365318281592975854499843","32.71"
"2025-06-23T00:00:00.000","30.55","31.47","0.9707658087067047982205274865","34.2"
"2025-06-24T00:00:00.000","27.19","31.18","0.8720333547145606157793457344","29.62"
"2025-06-25T00:00:00.000","28.63","32.51","0.8806521070439864657028606583","31.12"
"2025-06-26T00:00:00.000","26.76","33","0.8109090909090909090909090909","27.53"
"2025-06-27T00:00:00.000","31.26","33.86","0.9232132309509746012994683993","35.48"
"2025-06-28T00:00:00.000","29.54","33.97","0.8695908154253753311745657933","35.14"
"2025-06-29T00:00:00.000","29.79","33.01","0.9024538018782187215995152984","34.59"
"2025-06-30T00:00:00.000","31.95","32.63","0.9791602819491265706405148636","38.02"
"2025-07-01T00:00:00.000","30.29","33.48","0.9047192353643966547192353644","35.9"
"2025-07-02T00:00:00.000","33.8","35.03","0.9648872395089922923208678276","39.89"
"2025-07-03T00:00:00.000","31.99","32.99","0.9696877841770233404061836920","38.4"
"2025-07-04T00:00:00.000","31.15","32.89","0.9470963818789905746427485558","37.71"
"2025-07-05T00:00:00.000","28.51","32.66","0.8729332516840171463563992652","34.32"
"2025-07-06T00:00:00.000","29.1","32.96","0.8828883495145631067961165049","35.02"
"2025-07-07T00:00:00.000","33.76","33.1","1.019939577039274924471299094","41.63"
"2025-07-08T00:00:00.000","32.13","34.14","0.9411247803163444639718804921","37.86"
